id,name,linkedin_url,location,company,title,seniority,function,segment,specialism,category,evidence,source_url,fit_score,confidence,notes
"SA-CR-U20260619-008","Phumzile Msimanga","https://za.linkedin.com/in/phumzile-msimanga-a22732b1","South Africa (Johannesburg)","Discovery Bank","Credit Risk Analyst","Analyst","Credit Risk","Digital Bank","Credit Risk","Analyst","Title at Discovery Bank","https://za.linkedin.com/in/phumzile-msimanga-a22732b1","8","High","Added from user-supplied URL-only batch 2026-06-19. Original supplied ID: SA-CR-022. Current/former: Current."
"SA-CR-U20260619B-001","Amelia Pretorius, FRM","https://za.linkedin.com/in/amelia-pretorius-frm-8b29b298","South Africa (Cape Town)","FNB (FirstRand) / recent moves noted","Credit Risk Data Analyst / Portfolio Risk Management","Analyst","Portfolio Risk","Banks","Portfolio risk, BA200 returns, credit analytics","Analyst","Snippet details FNB Portfolio Risk Management & BA200 credit risk returns","https://za.linkedin.com/in/amelia-pretorius-frm-8b29b298","9","High","Strong portfolio analytics background | Submitted ID: SA-CR-002 | Current/Former: Current / Recent | Verification basis: LinkedIn confirms role at major SA bank with explicit credit risk duties"
"SA-CR-U20260619B-002","Sipho Langa, CA(SA)","https://za.linkedin.com/in/sipho-langa","South Africa (Johannesburg)","Public Investment Corporation (PIC)","Senior Credit Risk Analyst","Senior Analyst","Credit Risk","Investment / Credit Assessment","Credit risk assessment","Analyst","Title confirms Senior Credit Risk Analyst at PIC","https://za.linkedin.com/in/sipho-langa","8","High","Investment-grade credit focus | Submitted ID: SA-CR-005 | Current/Former: Current | Verification basis: LinkedIn title & experience in SA public investment credit"
"SA-CR-U20260619B-003","Ruan du Plessis","https://za.linkedin.com/in/ruan-du-plessis-59932293","South Africa (Johannesburg)","Merchant Capital South Africa","Head of Credit Risk and Data Analytics","Head","Credit Risk / Credit Analytics","Fintech / SME Lending","Credit risk, data analytics","Head","Title explicitly Head of Credit Risk and Data Analytics","https://za.linkedin.com/in/ruan-du-plessis-59932293","9","High","Strong leadership profile | Submitted ID: SA-CR-006 | Current/Former: Current | Verification basis: Direct match for fintech lender"
"SA-CR-U20260619B-004","Andile Hadebe","https://za.linkedin.com/in/andile-hadebe-04b59813a","South Africa (Johannesburg)","Standard Bank South Africa","Quantitative Analyst (CIB Model Development)","Analyst","Model Development","Banks","Credit risk modelling, governance","Analyst","Snippet references credit risk management & model development","https://za.linkedin.com/in/andile-hadebe-04b59813a","9","High","CIB focus | Submitted ID: SA-CR-007 | Current/Former: Current | Verification basis: LinkedIn confirms quantitative credit modelling"
"SA-CR-U20260619B-005","Sylvester Zwane","https://za.linkedin.com/in/slyzwane","South Africa (Johannesburg)","Nedbank","Credit Risk Manager","Manager","Credit Risk","Banks","Credit risk management & compliance","Manager","Title & experience in credit risk at Nedbank & prior SBSA","https://za.linkedin.com/in/slyzwane","8","High","Retail & corporate exposure | Submitted ID: SA-CR-009 | Current/Former: Current | Verification basis: Multiple years explicit credit risk experience"
"SA-CR-U20260619B-006","Thandeka Mkhize","https://za.linkedin.com/in/thandeka-mkhize-a45abb79","South Africa (Pretoria/Johannesburg)","Public Investment Corporation (PIC)","Credit Risk Analyst","Analyst","Credit Risk","Investment / Credit","Credit risk advice & assessment","Analyst","Title & description of providing credit risk advice","https://za.linkedin.com/in/thandeka-mkhize-a45abb79","8","High","Complements other PIC profiles | Submitted ID: SA-CR-013 | Current/Former: Current | Verification basis: Explicit PIC credit risk analyst role"
"SA-CR-U20260619B-007","Brendan Baynham","https://za.linkedin.com/in/brendan-baynham-a7901413","South Africa (Cape Town)","WesBank (FirstRand)","Head of Credit","Head","Vehicle Finance Risk","Vehicle Finance","Vehicle finance credit risk","Head","Title confirms Head of Credit at WesBank","https://za.linkedin.com/in/brendan-baynham-a7901413","8","High","Specialized vehicle risk | Submitted ID: SA-CR-016 | Current/Former: Current | Verification basis: Motor finance leadership"
"SA-CR-U20260619B-008","Joseph Mvula","https://za.linkedin.com/in/joseph-mvula-8033a3a6","South Africa (Johannesburg)","Pepkor Lifestyle / Connect Financial Solutions","Collections Strategy Manager","Manager","Collections Strategy","Retail Credit / Collections","Collections strategy & analytics","Manager","Title lists Collections Strategy Manager","https://za.linkedin.com/in/joseph-mvula-8033a3a6","8","High","Retail/collections focus | Submitted ID: SA-CR-017 | Current/Former: Current | Verification basis: Direct collections strategy role"
"CRSA-258","Mlungisi Professor Lukhele","https://www.linkedin.com/in/mlungisi-professor-lukhele-65355194/","South Africa / Bloemfontein","Capitec Bank (former)","Consultant and Credit Risk Analyst","Consultant","Credit Analytics","Banks","Scorecard development / IFRS 9","Consultant","Capitec – Consultant and Credit Risk Analyst Oct 2012-Sep 2015 – PD/LGD/EAD, IAS 39 to IFRS 9, Scorecard formulation","https://www.linkedin.com/in/mlungisi-professor-lukhele-65355194/","7","Medium","Former Capitec"
"CRSA-259","grace Rikhotso","https://www.linkedin.com/in/grace-rikhotso-55353473/","Johannesburg Gauteng SA","Nedbank","Early collection credit risk analyst","Analyst","Collections Analytics","Banks","Collections strategy","Analyst","Early collection credit risk analyst at Nedbank","https://www.linkedin.com/in/grace-rikhotso-55353473/","7","High",""
"CRSA-260","Kefilwe Matjila CA (SA)","https://www.linkedin.com/in/kefilwe-matjila-ca-sa-56220643/","Johannesburg Gauteng SA","Standard Bank Corporate and Investment Banking","Credit Risk Analyst","Analyst","Credit Risk","Banks","CIB Credit Risk","Analyst","Experienced Credit Risk Analyst … Standard Bank Corporate and Investment Banking","https://www.linkedin.com/in/kefilwe-matjila-ca-sa-56220643/","7","Medium","CA(SA)"
"CRSA-261","Jéan Erasmus","https://www.linkedin.com/in/jeanerasmus/","Johannesburg SA","FirstRand Bank Ltd","Head of Credit Risk, Restructuring, Workout and Recoveries","Head","Credit Risk","Banks","Credit Risk / Workout / Recoveries","Head","Head of Credit Risk … FirstRand … Asset Finance (WesBank), Commercial (FNB), C&I (RMB) – Rest of Africa","https://www.linkedin.com/in/jeanerasmus/","10","High","CA(SA)"
"CRSA-262","Willy Robinson","https://www.linkedin.com/in/willyrobinson/","Johannesburg Gauteng SA","RMB - Rand Merchant Bank","Snr Credit Risk Executive: Credit Sponsor Deployed in Real Estate","Senior Manager","Credit Risk","Banks","Commercial Property Finance","Manager","Senior Credit Risk Executive FirstRand/RMB … real estate portfolio >R80bn … Property Finance Credit Committee Chair 10+ yrs","https://www.linkedin.com/in/willyrobinson/","9","High",""
"CRSA-263","Bradwyn Booysen","https://www.linkedin.com/in/bradwyn-booysen-a16911130/","Cape Town Western Cape SA","FNB South Africa","Client Portfolio Executive (former Credit Analyst)","Analyst","Credit Risk","Banks","Agricultural / Commercial Credit","Analyst","Credit Analyst FNB Jun 2009-Apr 2013 – Assess credit risk … Apply credit risk criteria","https://www.linkedin.com/in/bradwyn-booysen-a16911130/","6","High","Now Client Portfolio Executive"
"CRSA-264","Wilson William","https://www.linkedin.com/in/wilson-william-978a8799/","Johannesburg Gauteng SA","Rand Merchant Bank","Senior Analyst - Client Financial Crime Unit","Senior Analyst","Fraud / Lending Risk","Banks","Financial Crime / NCA","Analyst","RMB CIB – risk oversight … National Credit Act (NCA) … AML/CTF","https://www.linkedin.com/in/wilson-william-978a8799/","5","Medium","FCC with NCA exposure"
"CRSA-265","Lisa Brown","https://www.linkedin.com/in/lisa-brown-b7a2429/","Johannesburg Gauteng SA","FirstRand","Risk Analyst","Analyst","Credit Risk","Banks","Banking Risk","Analyst","Experienced Risk Analyst with a demonstrated history of working in the banking industry … Experience: FirstRand","https://www.linkedin.com/in/lisa-brown-b7a2429/","6","Medium","Public snippet limited"
"CRSA-266","Jannes van Aswegen","https://www.linkedin.com/in/jannes-van-aswegen-b08a19167/","Johannesburg Gauteng SA","Absa Group","Credit Risk Analyst: Home Loans Acquisitions","Analyst","Credit Analytics","Banks","Mortgage Risk / IFRS 9","Analyst","Credit Risk Analyst: Home Loans Acquisitions … Actuarial Science … credit risk, data and analytics … FRM Part 1","https://www.linkedin.com/in/jannes-van-aswegen-b08a19167/","8","High","Actuarial / FRM candidate"
"CRSA-267","Mthokozisi Sibiya","https://www.linkedin.com/in/mthokozisi-sibiya-07008a195/","Johannesburg SA","Absa Group","Credit Analyst - Wealth Credit Origination","Analyst","Credit Risk","Banks","Wealth / Private Banking Credit","Analyst","Credit Analyst Wealth Credit Origination at Absa Group","https://www.linkedin.com/in/mthokozisi-sibiya-07008a195/","7","Medium","Public snippet limited"
"CRSA-268","Clenton McCarthy","https://www.linkedin.com/in/clenton-mccarthy-110b2989/","City of Cape Town Western Cape South Africa","Capfin","Payment Solutions Manager","Manager","Collections Strategy","Retail credit providers","Retail Credit / Collections Risk","Manager","Payment Solutions Manager Capfin – 'manage all Collections strategies … Account Originations to Collections'. Prior: Head of Risk Operations/Collections at Woolworths Financial Services – managed Fraud Operations, Bad Debt Recoveries, Collections Operations, Debt Counselling, 250 staff + 13 DCAs. Prior: Consumer Credit Risk Consultant PIC Solutions – design/recommendation/implementation of credit strategies for ABSA, Nedbank, FNB, Woolworths, Edcon, Foschini, Truworths, Mr Price, DirectAxis, SA Taxi Finance","https://www.linkedin.com/in/clenton-mccarthy-110b2989/","8","High","Retail credit heavyweight – WFS / Capfin – ex-PIC Solutions consultant – covers TFG/Truworths/Mr Price | Submitted ID: SA-CR-014 | Current/Former: Current | Verification basis: LinkedIn profile confirms credit risk / collections leadership roles"
"CRSA-269","Amy Matloga","https://www.linkedin.com/in/amy-matloga-47b761137/","City of Johannesburg Gauteng South Africa","Absa Group","Credit Risk Analyst","Analyst","Credit Risk","Banks","Credit Risk / Data Science","Analyst","'I'm currently working as a Credit Risk Analyst through the Data Science…' – Experience: Absa Group – 3+ years risk management environment","https://www.linkedin.com/in/amy-matloga-47b761137/","7","Medium","Data Science route into credit risk | Submitted ID: SA-CR-015 | Current/Former: Current | Verification basis: LinkedIn profile confirms credit risk analyst role at Absa"
"CRSA-270","Joanna Rodger","https://www.linkedin.com/in/joanna-rodger-90093863/","City of Cape Town Western Cape South Africa","Standard Bank Group","Senior Quantitative Analyst Head of CtB Trading Risk Analytics","Senior Manager","Risk Analytics","Banks","Quantitative Credit Risk","Manager","Senior Quantitative Analyst … Risk and Derivatives Specialist … Model development … equity, credit … Strong analytical ability … Prior: Senior Quantitative Credit Analyst Standard Bank Group Aug 2013-Mar 2016","https://www.linkedin.com/in/joanna-rodger-90093863/","8","High","15+ years quant – ex-credit analyst – now Trading Risk | Submitted ID: SA-CR-016 | Current/Former: Current | Verification basis: LinkedIn title confirms quantitative credit analyst background"
"CRSA-271","lebogang Rapesiwa","https://www.linkedin.com/in/lebogang-rapesiwa-2786883a/","South Africa","Nedbank","credit risk analyst","Analyst","Credit Risk","Banks","Credit Risk","Analyst","credit risk analyst at Nedbank – member since 2009-12","https://www.linkedin.com/in/lebogang-rapesiwa-2786883a/","6","High","Long-tenure Nedbank | Submitted ID: SA-CR-018 | Current/Former: Current | Verification basis: LinkedIn title confirms credit risk role"
"CRSA-272","Pulane Makhoane","https://www.linkedin.com/in/pulane-makhoane-0a0152322/","Pretoria Gauteng South Africa","Nedbank","Credit Risk Analyst","Analyst","Credit Risk","Banks","Credit Risk","Analyst","Credit Risk Analyst at Nedbank","https://www.linkedin.com/in/pulane-makhoane-0a0152322/","6","High","Pretoria-based | Submitted ID: SA-CR-019 | Current/Former: Current | Verification basis: LinkedIn title confirms credit risk role"
"CRSA-273","Bradley Thomas","https://www.linkedin.com/in/bradley-thomas-16340283/","City of Cape Town Western Cape South Africa","FNB South Africa","Credit & Risk Management Professional","Senior Manager","Credit Risk","Banks","Credit & Risk Management","Manager","Credit & Risk Management Professional with over 26 years of experience … Experience: FNB South Africa","https://www.linkedin.com/in/bradley-thomas-16340283/","8","High","26 years – Cape Town – senior | Submitted ID: SA-CR-022 | Current/Former: Current | Verification basis: LinkedIn profile confirms credit risk management role"
"CRSA-274","Lindsay Peters","https://www.linkedin.com/in/lindsay-peters-28a90758/","South Africa","Standard Bank Group","Regional Credit Head","Head","Credit Risk","Banks","Commercial / Business Credit","Head","Regional Credit Head at Standard Bank Group","https://www.linkedin.com/in/lindsay-peters-28a90758/","8","Medium","Public snippet limited – credit head confirmed | Submitted ID: SA-CR-023 | Current/Former: Current | Verification basis: LinkedIn title confirms credit risk role"
"CRSA-275","Sandra K.","https://www.linkedin.com/in/sandra-k-80525912","Johannesburg","Standard Bank","Head Finance Credit, Ops Risk & Fraud","Head","Fraud / Lending Risk","Bank","Credit Ops Risk & Fraud","Head","Head Finance Credit, Ops Risk & Fraud at Standard Bank — source batch lists LinkedIn evidence for Credit Ops Risk & Fraud.","https://www.linkedin.com/in/sandra-k-80525912","7","Medium","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-276","Andzisile Gabuza","https://www.linkedin.com/in/andzisile-gabuza-2ab82621","Johannesburg","Standard Bank","Head: Credit Risk Analytics (PBB)","Head","Credit Analytics","Bank","Credit Risk Analytics","Head","Head: Credit Risk Analytics (PBB) at Standard Bank — source batch lists LinkedIn evidence for Credit Risk Analytics.","https://www.linkedin.com/in/andzisile-gabuza-2ab82621","10","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-277","Tshidiso Ntsuba","https://www.linkedin.com/in/tshidiso-ntsuba-499495163","Johannesburg","Nedbank","Credit Risk Analyst / Manager: Credit Risk Portfolio","Manager","Credit Risk","Bank","Credit Risk Portfolio","Manager","Credit Risk Analyst / Manager: Credit Risk Portfolio at Nedbank — source batch lists LinkedIn evidence for Credit Risk Portfolio.","https://www.linkedin.com/in/tshidiso-ntsuba-499495163","8","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-278","Refiloe Pietersen","https://www.linkedin.com/in/refiloe-pietersen-ba96a7204","Johannesburg","Nedbank","Credit Risk Analyst","Analyst","Credit Risk","Bank","Credit Risk Analysis","Analyst","Credit Risk Analyst at Nedbank — source batch lists LinkedIn evidence for Credit Risk Analysis.","https://www.linkedin.com/in/refiloe-pietersen-ba96a7204","7","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-279","Rihan Steenkamp","https://www.linkedin.com/in/rihan-steenkamp-7b797240","Johannesburg","Deloitte","Senior Manager: Credit Risk","Senior Manager","Credit Risk","Consulting","Credit Risk Advisory","Senior Manager","Senior Manager: Credit Risk at Deloitte — source batch lists LinkedIn evidence for Credit Risk Advisory.","https://www.linkedin.com/in/rihan-steenkamp-7b797240","9","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-280","Mvelo Shandu","https://www.linkedin.com/in/mvelo-shandu-53182a88","Johannesburg","Deloitte","Senior Manager, Credit Risk Management","Senior Manager","Credit Risk","Consulting","Credit Risk Management","Senior Manager","Senior Manager, Credit Risk Management at Deloitte — source batch lists LinkedIn evidence for Credit Risk Management.","https://www.linkedin.com/in/mvelo-shandu-53182a88","9","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-281","Nitesh Hutheram","https://www.linkedin.com/in/nitesh-hutheram-cfa-2ba18661","South Africa","Investec","Credit Risk Team Lead","Manager","Credit Risk","Bank","Credit Risk","Manager","Credit Risk Team Lead at Investec — source batch lists LinkedIn evidence for Credit Risk.","https://www.linkedin.com/in/nitesh-hutheram-cfa-2ba18661","9","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-282","George Majoe","https://www.linkedin.com/in/george-majoe-1aa27a119","Pretoria","Capitec Bank","Credit Manager","Manager","Credit Risk","Bank","Retail Credit","Manager","Credit Manager at Capitec Bank — source batch lists LinkedIn evidence for Retail Credit.","https://www.linkedin.com/in/george-majoe-1aa27a119","8","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-283","Ismail Moola","https://www.linkedin.com/in/ismail-moola-6813a73","Johannesburg","Capitec","Chief Risk Officer (CRO)","Executive","Credit Risk","Bank","Enterprise Risk / Credit","Executive","Chief Risk Officer (CRO) at Capitec — source batch lists LinkedIn evidence for Enterprise Risk / Credit.","https://www.linkedin.com/in/ismail-moola-6813a73","10","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-284","Emma Mer","https://www.linkedin.com/in/emma-mer-87081189","Johannesburg","FNB","Chief Risk Officer","Executive","Credit Risk","Bank","Credit Risk / Enterprise Risk","Executive","Chief Risk Officer at FNB — source batch lists LinkedIn evidence for Credit Risk / Enterprise Risk.","https://www.linkedin.com/in/emma-mer-87081189","10","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-285","Jessendri Naidoo","https://www.linkedin.com/in/jessendri-naidoo-652a2123","Johannesburg","FNB","Head of Risk","Head","Credit Risk","Bank","Credit Risk","Head","Head of Risk at FNB — source batch lists LinkedIn evidence for Credit Risk.","https://www.linkedin.com/in/jessendri-naidoo-652a2123","9","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-286","Wim Borman","https://www.linkedin.com/in/wim-borman-273a3812b","Cape Town","ABSA","Credit Risk Manager","Manager","Credit Risk","Bank","Credit Risk Management","Manager","Credit Risk Manager at ABSA — source batch lists LinkedIn evidence for Credit Risk Management.","https://www.linkedin.com/in/wim-borman-273a3812b","8","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-287","Mafemani Mathebula","https://www.linkedin.com/in/mafemani-mathebula-6155895","Johannesburg","Nedbank","Head of Wholesale Validation","Head","Model Risk","Bank","Credit Risk Model Validation","Head","Head of Wholesale Validation at Nedbank — source batch lists LinkedIn evidence for Credit Risk Model Validation.","https://www.linkedin.com/in/mafemani-mathebula-6155895","9","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-288","Ivan du Plessis","https://www.linkedin.com/in/ivan-du-plessis-1808285","South Africa","Optimate Consulting","Director","Head","Credit Risk","Consulting","Credit Risk Consulting","Head","Director at Optimate Consulting — source batch lists LinkedIn evidence for Credit Risk Consulting.","https://www.linkedin.com/in/ivan-du-plessis-1808285","8","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-289","Gert Myburgh","https://www.linkedin.com/in/gertjemb","South Africa","Deloitte","Partner, Credit Risk Assurance","Executive","Credit Risk","Consulting","Credit Risk Assurance","Executive","Partner, Credit Risk Assurance at Deloitte — source batch lists LinkedIn evidence for Credit Risk Assurance.","https://www.linkedin.com/in/gertjemb","9","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-290","Lytania Johnson","https://www.linkedin.com/in/lytania-johnson-4bbaaa3a","Johannesburg","FNB / RMB","Chief Risk Officer","Executive","Credit Risk","Bank","Credit Risk / Banking","Executive","Chief Risk Officer at FNB / RMB — source batch lists LinkedIn evidence for Credit Risk / Banking.","https://www.linkedin.com/in/lytania-johnson-4bbaaa3a","10","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-291","David Hodnett","https://www.linkedin.com/in/david-hodnett-033baaa9","Johannesburg","Standard Bank","CEO (former CRO)","Executive","Credit Risk","Bank","Credit Risk / Banking Leadership","Executive","CEO (former CRO) at Standard Bank — source batch lists LinkedIn evidence for Credit Risk / Banking Leadership.","https://www.linkedin.com/in/david-hodnett-033baaa9","3","Low","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-292","Deon Viljoen","https://www.linkedin.com/in/deon-viljoen-5828835","Johannesburg","ABSA","Chief Risk Officer","Executive","Credit Risk","Bank","Credit Risk / Enterprise Risk","Executive","Chief Risk Officer at ABSA — source batch lists LinkedIn evidence for Credit Risk / Enterprise Risk.","https://www.linkedin.com/in/deon-viljoen-5828835","10","High","Wave 2 passes 3–6 verified profile list | Verification basis: LinkedIn profile"
"CRSA-293","Jemane Canavan","https://www.linkedin.com/in/jemane-canavan-84397318","Johannesburg","African Bank","Head: Credit Risk Management","Head","Credit Risk","Bank","Credit Risk Management","Head","Head: Credit Risk Management at African Bank — source batch lists LinkedIn evidence for Credit Risk Management.","https://www.linkedin.com/in/jemane-canavan-84397318","9","High","Wave 2 passes 7–10 verified profile list | Verification basis: LinkedIn profile"
"CRSA-294","Nungo Makhuvha","https://www.linkedin.com/in/nungo-makhuvha-244a4a13","Johannesburg","DBSA","Senior Credit Analyst","Senior Analyst","Credit Risk","Development Finance","Credit Analysis","Senior Analyst","Senior Credit Analyst at DBSA — source batch lists LinkedIn evidence for Credit Analysis.","https://www.linkedin.com/in/nungo-makhuvha-244a4a13","7","High","Wave 2 passes 7–10 verified profile list | Verification basis: LinkedIn profile"
"CRSA-295","Deon van der Merwe","https://www.linkedin.com/in/deonvan607","Johannesburg","PwC South Africa","Senior Manager: Credit Risk","Senior Manager","Credit Risk","Consulting","Credit Risk","Senior Manager","Senior Manager: Credit Risk at PwC South Africa — source batch lists LinkedIn evidence for Credit Risk.","https://www.linkedin.com/in/deonvan607","9","High","Wave 2 passes 7–10 verified profile list | Verification basis: LinkedIn profile"
"CRSA-296","Tshepang Makhubedu","https://www.linkedin.com/in/tshepang-makhubedu-33a40383","Johannesburg","Woolworths Financial Services","Senior Acquisition Risk Analyst","Senior Analyst","Risk Management","Retail Credit","Acquisition Risk","Senior Analyst","Senior Acquisition Risk Analyst at Woolworths Financial Services — source batch lists LinkedIn evidence for Acquisition Risk.","https://www.linkedin.com/in/tshepang-makhubedu-33a40383","8","High","Wave 2 passes 7–10 verified profile list | Verification basis: LinkedIn profile"
"CRSA-297","Rajal Vaidya","https://www.linkedin.com/in/rajal-vaidya-04269822","Johannesburg","Absa Group","Group Chief Risk Officer","Executive","Credit Risk","Bank","Enterprise / Credit Risk","Executive","Group Chief Risk Officer at Absa Group — source batch lists LinkedIn evidence for Enterprise / Credit Risk.","https://www.linkedin.com/in/rajal-vaidya-04269822","10","High","Wave 2 passes 7–10 verified profile list | Verification basis: LinkedIn profile"
"CRSA-298","Jan Hitge","https://www.linkedin.com/in/jan-hitge-6983633","Johannesburg","Absa Card","Manager: Acquisitions (CRO)","Manager","Credit Risk","Bank","Credit Risk / Acquisitions","Manager","Manager: Acquisitions (CRO) at Absa Card — source batch lists LinkedIn evidence for Credit Risk / Acquisitions.","https://www.linkedin.com/in/jan-hitge-6983633","8","High","Wave 2 passes 7–10 verified profile list | Verification basis: LinkedIn profile"
"CRSA-299","Kholofelo Masilela","https://www.linkedin.com/in/kholofelo-masilela-72800243","Johannesburg","Absa Group","Interim CRO: Absa Regional Operations","Executive","Credit Risk","Bank","Credit Risk","Executive","Interim CRO: Absa Regional Operations at Absa Group — source batch lists LinkedIn evidence for Credit Risk.","https://www.linkedin.com/in/kholofelo-masilela-72800243","9","High","Wave 2 passes 7–10 verified profile list | Verification basis: LinkedIn profile"
"CRSA-300","Mzimasi Mabokwe","https://www.linkedin.com/in/mzimasi-mabokwe-47a79552","Johannesburg","FirstRand Bank Ltd","Credit Risk Manager","Manager","Credit Risk","Bank","Credit Risk Management","Manager","Credit Risk Manager at FirstRand Bank Ltd — source batch lists LinkedIn evidence for Credit Risk Management.","https://www.linkedin.com/in/mzimasi-mabokwe-47a79552","8","High","Wave 2 passes 7–10 verified profile list | Verification basis: LinkedIn profile"
"CRSA-301","Robert Stewart","https://www.linkedin.com/in/robert-stewart-4417b617","Johannesburg","Absa","Credit Risk Manager","Manager","Credit Risk","Bank","Credit Risk Management","Manager","Credit Risk Manager at Absa — source batch lists LinkedIn evidence for Credit Risk Management.","https://www.linkedin.com/in/robert-stewart-4417b617","8","High","Wave 2 passes 7–10 verified profile list | Verification basis: LinkedIn profile"
"CRSA-302","Chris Buchanan","https://www.linkedin.com/in/chris-buchanan-3558772b","South Africa","Absa CIB","Head of Credit: Mid-Corporate","Head","Credit Risk","Bank","Corporate Credit","Head","Head of Credit: Mid-Corporate at Absa CIB — source batch lists LinkedIn evidence for Corporate Credit.","https://www.linkedin.com/in/chris-buchanan-3558772b","9","High","Wave 2 final pass; source status: Confirmed | Verification basis: LinkedIn profile"
"CRSA-303","Wilhelm van der Hoven","https://www.linkedin.com/in/wilhelm-van-der-hoven-6042717","South Africa","TFG","Head: Credit Risk","Head","Credit Risk","Retail Credit","Credit Risk","Head","Head: Credit Risk at TFG — source batch lists LinkedIn evidence for Credit Risk.","https://www.linkedin.com/in/wilhelm-van-der-hoven-6042717","10","High","Wave 2 final pass; source status: Confirmed | Verification basis: LinkedIn profile"
"CRSA-304","Robert Band","https://www.linkedin.com/in/robert-band-929b4378","South Africa","Standard Bank","Executive, Risk | CIB","Executive","Credit Risk","Bank","Wholesale Credit Risk","Executive","Executive, Risk | CIB at Standard Bank — source batch lists LinkedIn evidence for Wholesale Credit Risk.","https://www.linkedin.com/in/robert-band-929b4378","9","High","Wave 2 final pass; source status: Confirmed | Verification basis: LinkedIn + TheOrg"
"CRSA-305","Carel Buitendag","https://www.linkedin.com/in/carel-buitendag-ba68b3143","South Africa","Standard Bank","CRO CIB","Executive","Credit Risk","Bank","Wholesale Credit Risk","Executive","CRO CIB at Standard Bank — source batch lists LinkedIn evidence for Wholesale Credit Risk.","https://www.linkedin.com/in/carel-buitendag-ba68b3143","10","High","Wave 2 final pass; source status: Confirmed | Verification basis: LinkedIn + Standard Bank website"
"CRSA-306","Adv. Eugenia Mwale","https://www.linkedin.com/in/adv-eugenia-mwale-5a218872","South Africa","Former WesBank","CRO Retail (left May 2024, now legal practitioner)","Executive","Credit Risk","Bank / Former","Retail Credit Risk (Former)","Executive","CRO Retail (left May 2024, now legal practitioner) at Former WesBank — source batch lists LinkedIn evidence for Retail Credit Risk (Former).","https://www.linkedin.com/in/adv-eugenia-mwale-5a218872","4","Medium","Wave 2 final pass; source status: Confirmed — Former | Verification basis: LinkedIn profile"
"CRSA-307","Tommy Nel","https://www.linkedin.com/in/tommynel","South Africa","TymeBank","Head of Credit","Head","Credit Risk","Bank","Credit Risk","Head","Head of Credit at TymeBank — source batch lists LinkedIn evidence for Credit Risk.","https://www.linkedin.com/in/tommynel","9","High","Wave 2 final pass; source status: Confirmed | Verification basis: LinkedIn profile"
"CRSA-308","Kenny V.","https://www.linkedin.com/in/kenny-v-45866b3a","South Africa","Pepkor Payments and Lending","Chief Risk Officer","Executive","Credit Risk","Retail Credit","Credit / Enterprise Risk","Executive","Chief Risk Officer at Pepkor Payments and Lending — source batch lists LinkedIn evidence for Credit / Enterprise Risk.","https://www.linkedin.com/in/kenny-v-45866b3a","10","High","Wave 2 final pass; source status: High | Verification basis: LinkedIn profile"
"CRSA-309","Kaldin Govender","https://www.linkedin.com/in/kaldin-govender-8796b3b5","South Africa","Bayport Financial Services","Head of Credit Underwriting","Head","Credit Risk","Retail Credit","Credit Underwriting","Head","Head of Credit Underwriting at Bayport Financial Services — source batch lists LinkedIn evidence for Credit Underwriting.","https://www.linkedin.com/in/kaldin-govender-8796b3b5","9","High","Wave 2 final pass; source status: High | Verification basis: LinkedIn profile"
"CRSA-310","Marek van Wyk, CFA","https://www.linkedin.com/in/marek-van-wyk-cfa-210b4871","South Africa","Bayport Financial Services","Head of Credit","Head","Credit Risk","Retail Credit","Credit Risk","Head","Head of Credit at Bayport Financial Services — source batch lists LinkedIn evidence for Credit Risk.","https://www.linkedin.com/in/marek-van-wyk-cfa-210b4871","9","High","Wave 2 final pass; source status: High | Verification basis: LinkedIn profile"
